,Correct,Incorrect,Count,Label
communities,100.0,0.0,1,O
award,100.0,0.0,1,O
ingenuity,100.0,0.0,1,O
everyday,100.0,0.0,1,O
Sensing,100.0,0.0,1,O
the UK’s,100.0,0.0,2,Organisation
Biological,100.0,0.0,1,O
Radiological,100.0,0.0,1,O
capability.,100.0,0.0,2,O
the UK MOD’s,100.0,0.0,1,Organisation
Defence Equipment and Support ( DE & S ),100.0,0.0,1,Organisation
supported,100.0,0.0,1,O
"the Defence Science and Technology Laboratory ( Dstl ) ,",100.0,0.0,1,Organisation
encompass,100.0,0.0,1,O
manufacture,100.0,0.0,1,O
in-service,100.0,0.0,1,O
programme,100.0,0.0,4,O
Australian AUKUS,100.0,0.0,1,Organisation
Australian,100.0,0.0,3,O
submarine,100.0,0.0,3,MilitaryPlatform
workforce,100.0,0.0,1,O
AUKUS,100.0,0.0,9,Organisation
"Faslane , Scotland",100.0,0.0,1,Location
Maintenance,100.0,0.0,2,O
rotational,100.0,0.0,1,O
submarine force,100.0,0.0,1,MilitaryPlatform
boost,100.0,0.0,1,O
Representatives,100.0,0.0,1,O
US Submarine Support,100.0,0.0,1,Organisation
Faslane,100.0,0.0,2,Location
nuclear-powered submarines,100.0,0.0,3,MilitaryPlatform
Forming,100.0,0.0,1,O
"Advance Verification Team ( AVT ) ,",100.0,0.0,1,Organisation
shipyard,100.0,0.0,1,O
nuclear-powered submarine,100.0,0.0,1,MilitaryPlatform
Pearl Harbor Naval Shipyard,100.0,0.0,1,Location
AVT,100.0,0.0,2,Organisation
Australian-based,100.0,0.0,1,O
forward-deployed,100.0,0.0,4,O
the Royal Navy,100.0,0.0,2,Organisation
the Indo-Pacific,100.0,0.0,5,Location
knowledge-sharing,100.0,0.0,1,O
"Minister for Defence Procurement , James Cartlidge MP",100.0,0.0,1,Person
The AUKUS,100.0,0.0,2,Organisation
ourselves,100.0,0.0,1,O
Further,100.0,0.0,1,O
trilateral,100.0,0.0,2,O
the submarine rotational force,100.0,0.0,1,MilitaryPlatform
Based,100.0,0.0,1,O
extent,100.0,0.0,2,O
similarities,100.0,0.0,1,O
"Rear Admiral Simon Asquith , Director Submarines",100.0,0.0,1,Person
exciting,100.0,0.0,1,O
marking,100.0,0.0,3,O
UK submarine,100.0,0.0,1,MilitaryPlatform
Western Australia,100.0,0.0,1,Location
The AVT,100.0,0.0,1,Organisation
paved,100.0,0.0,1,O
Navies,100.0,0.0,1,Organisation
endeavour,100.0,0.0,1,O
nations’,100.0,0.0,1,O
the AUKUS,100.0,0.0,3,Organisation
celebrated,100.0,0.0,1,O
two-year,100.0,0.0,1,O
AUKUS nuclear submarines,100.0,0.0,1,MilitaryPlatform
£4 billion,100.0,0.0,1,Money
investment,100.0,0.0,1,O
design,100.0,0.0,2,O
prototyping,100.0,0.0,1,O
purchase,100.0,0.0,1,O
UK submarines,100.0,0.0,1,MilitaryPlatform
commence,100.0,0.0,1,O
domestic,100.0,0.0,1,O
Building,100.0,0.0,1,O
The SSN-AUKUS submarines,100.0,0.0,1,MilitaryPlatform
attack submarines,100.0,0.0,1,MilitaryPlatform
operated,100.0,0.0,2,O
combining,100.0,0.0,1,O
weaponry,100.0,0.0,1,MilitaryPlatform
Centred,100.0,0.0,2,O
cybersecurity,100.0,0.0,2,O
cyberconflict,100.0,0.0,2,O
CyberSec,100.0,0.0,2,Organisation
influential,100.0,0.0,2,O
decision-makers,100.0,0.0,2,O
stakeholders,100.0,0.0,2,O
“shielding,100.0,0.0,2,O
digital,100.0,0.0,6,O
frontier”,100.0,0.0,2,O
originating,100.0,0.0,2,O
adversarial,100.0,0.0,2,O
cybercriminals,100.0,0.0,2,O
Deputy Commander Lieutenant General Tom Copinger-Symes,100.0,0.0,2,Person
panel,100.0,0.0,2,O
the Alliance’s,100.0,0.0,1,Organisation
preparedness,100.0,0.0,3,O
follows,100.0,0.0,2,O
13th,100.0,0.0,2,O
Commanders,100.0,0.0,2,O
Forum,100.0,0.0,2,O
Krakow,100.0,0.0,2,Location
the Polish Cyber Defense Forces Component Command,100.0,0.0,1,Organisation
the Deputy Commander,100.0,0.0,2,Person
delivered,100.0,0.0,2,O
keynote,100.0,0.0,2,O
cloud,100.0,0.0,2,O
electromagnetic,100.0,0.0,4,O
evolve,100.0,0.0,2,O
battlespace,100.0,0.0,2,O
constrain,100.0,0.0,2,O
adversaries,100.0,0.0,2,O
fully,100.0,0.0,6,O
NATO’s,100.0,0.0,4,Organisation
technologies.,100.0,0.0,2,O
deterrence,100.0,0.0,6,O
defence.,100.0,0.0,2,O
Virtual,100.0,0.0,2,O
Incident,100.0,0.0,2,O
Support,100.0,0.0,2,O
VCISC,100.0,0.0,2,O
Vilnius,100.0,0.0,3,O
Summit,100.0,0.0,3,O
Pledge,100.0,0.0,2,O
examples,100.0,0.0,2,O
Alliance’s,100.0,0.0,3,O
Polish Cyber Defense Forces Component Command,100.0,0.0,1,Organisation
customers,100.0,0.0,4,O
wrong,100.0,0.0,1,O
suffered,100.0,0.0,1,O
maladministration.,100.0,0.0,1,O
case,100.0,0.0,5,O
submit,100.0,0.0,1,O
formal,100.0,0.0,2,O
appeals,100.0,0.0,5,O
complaints,100.0,0.0,1,O
Scheme,100.0,0.0,5,O
produced,100.0,0.0,1,O
dispute,100.0,0.0,2,O
GOV.UK,100.0,0.0,1,O
statistics,100.0,0.0,2,O
Year,100.0,0.0,1,O
lessons,100.0,0.0,2,O
learned,100.0,0.0,2,O
administers,100.0,0.0,1,O
transparent,100.0,0.0,1,O
reliable,100.0,0.0,1,O
backed,100.0,0.0,1,O
overturning,100.0,0.0,1,O
original,100.0,0.0,3,O
decisions.,100.0,0.0,1,O
Routes,100.0,0.0,1,O
communicated,100.0,0.0,1,O
accessible,100.0,0.0,2,O
gathering,100.0,0.0,1,O
notified,100.0,0.0,2,O
progress.,100.0,0.0,1,O
demonstrate,100.0,0.0,3,O
robust,100.0,0.0,1,O
cases.,100.0,0.0,1,O
valuable,100.0,0.0,4,O
paper,100.0,0.0,1,O
cases,100.0,0.0,1,O
Scheme’s,100.0,0.0,1,O
appeal.,100.0,0.0,1,O
administrators,100.0,0.0,1,O
recognise,100.0,0.0,1,O
provision,100.0,0.0,1,O
outcomes,100.0,0.0,1,O
useful,100.0,0.0,1,O
BRIGADIER GENERAL PAT RYDER,100.0,0.0,1,Person
afternoon,100.0,0.0,1,O
everyone.,100.0,0.0,1,O
Thanks,100.0,0.0,3,O
patience.,100.0,0.0,1,O
Secretary Austin,100.0,0.0,7,Person
Turkish Minister of National Defense Yasar Guler,100.0,0.0,2,Person
Turkish,100.0,0.0,15,O
proximity,100.0,0.0,2,O
secretary,100.0,0.0,13,O
reaffirmed,100.0,0.0,3,O
Syria,100.0,0.0,4,Location
Türkiye 's,100.0,0.0,1,Location
underscored,100.0,0.0,4,O
Türkiye,100.0,0.0,1,Location
Defeat,100.0,0.0,7,O
Separate,100.0,0.0,1,O
related,100.0,0.0,2,O
the Department of Defense,100.0,0.0,2,Organisation
condemns,100.0,0.0,1,O
Turkish Interior Ministry,100.0,0.0,1,Organisation
speedy,100.0,0.0,1,O
recovery.,100.0,0.0,1,O
readout,100.0,0.0,2,O
DOD,100.0,0.0,3,Organisation
Separately,100.0,0.0,1,O
spoke,100.0,0.0,4,O
NATO Secretary General Jens Stoltenberg today,100.0,0.0,1,Temporal
priorities,100.0,0.0,2,O
NATO 's Defense Ministerial,100.0,0.0,1,Organisation
Oct. 11 through 12.,100.0,0.0,1,Temporal
deliverables,100.0,0.0,1,O
Iraq.,100.0,0.0,1,Location
defense.gov,100.0,0.0,1,O
Chairman of the Joint Chiefs of Staff Gen. Brown,100.0,0.0,1,Person
depart,100.0,0.0,1,O
Tuesday,100.0,0.0,2,Temporal
"Brussels , Belgium",100.0,0.0,1,Location
host,100.0,0.0,2,O
the Ukraine Defense Contact Group,100.0,0.0,1,Organisation
Oct. 11,100.0,0.0,1,Temporal
16th,100.0,0.0,1,O
the UDCG,100.0,0.0,2,Organisation
April 2022.,100.0,0.0,1,Temporal
the Contact Group,100.0,0.0,1,Organisation
subsequently,100.0,0.0,2,O
the NATO Defense Ministerial,100.0,0.0,1,Organisation
NATO headquarters,100.0,0.0,1,Location
questions.,100.0,0.0,3,O
"AP , Tara Copp",100.0,0.0,1,Person
General Ryder.,100.0,0.0,1,Person
counterpart,100.0,0.0,3,O
shoot,100.0,0.0,5,O
drone.,100.0,0.0,1,MilitaryPlatform
concerned,100.0,0.0,3,O
guess,100.0,0.0,1,O
deconflict,100.0,0.0,1,O
U.S. troops,100.0,0.0,2,Organisation
GEN. RYDER,100.0,0.0,38,Person
strongest,100.0,0.0,1,O
valued,100.0,0.0,1,O
continue.,100.0,0.0,1,O
certainly,100.0,0.0,3,O
regrettable,100.0,0.0,10,O
incident,100.0,0.0,10,O
7:30,100.0,0.0,2,O
Syria today,100.0,0.0,2,Temporal
observed,100.0,0.0,3,O
UAVs,100.0,0.0,5,MilitaryPlatform
airstrikes,100.0,0.0,5,O
vicinity,100.0,0.0,2,O
"Hasakah , Syria.",100.0,0.0,1,Location
declared,100.0,0.0,4,O
U.S. restricted operating zone,100.0,0.0,2,Location
"ROZ , near Hasakah",100.0,0.0,1,Location
kilometer,100.0,0.0,8,O
relocated,100.0,0.0,1,O
11:30,100.0,0.0,2,O
UAV,100.0,0.0,3,MilitaryPlatform
ROZ,100.0,0.0,2,Location
toward,100.0,0.0,4,O
located.,100.0,0.0,1,O
the UAV,100.0,0.0,3,MilitaryPlatform
U.S. F-16 fighters,100.0,0.0,2,MilitaryPlatform
self-defense,100.0,0.0,6,O
11:40,100.0,0.0,2,O
incident.,100.0,0.0,2,O
indication,100.0,0.0,5,O
intentionally,100.0,0.0,3,O
U.S. forces.,100.0,0.0,3,Organisation
mentioned,100.0,0.0,5,O
coordinate,100.0,0.0,3,O
striking,100.0,0.0,1,O
mean,100.0,0.0,3,O
Turkey 's,100.0,0.0,4,Location
recall,100.0,0.0,1,O
aircraft,100.0,0.0,17,O
U.S. commanders,100.0,0.0,4,Organisation
prudent,100.0,0.0,2,O
scenario.,100.0,0.0,1,O
talked,100.0,0.0,4,O
counterpart.,100.0,0.0,2,O
fruitful,100.0,0.0,2,O
commit,100.0,0.0,2,O
Courtney,100.0,0.0,1,Person
Did,100.0,0.0,2,O
Turks,100.0,0.0,2,O
vow,100.0,0.0,1,O
dropping,100.0,0.0,1,O
ordnance,100.0,0.0,1,O
conducting,100.0,0.0,4,O
Airstrikes,100.0,0.0,1,O
Hasakah,100.0,0.0,2,Location
anymore,100.0,0.0,1,O
Well,100.0,0.0,8,O
the Turkish minister.,100.0,0.0,1,Person
productive,100.0,0.0,1,O
risk.,100.0,0.0,1,O
reaffirmation,100.0,0.0,1,O
acknowledgement,100.0,0.0,1,O
Can,100.0,0.0,2,O
bit,100.0,0.0,4,O
Yes.,100.0,0.0,2,O
specifics,100.0,0.0,2,O
channels,100.0,0.0,1,O
levels.,100.0,0.0,2,O
Global,100.0,0.0,1,O
Coalition,100.0,0.0,1,O
while.,100.0,0.0,1,O
escalated,100.0,0.0,1,O
the commander of Central Command,100.0,0.0,1,Person
Matt,100.0,0.0,1,Person
Pat.,100.0,0.0,2,Person
reentered,100.0,0.0,1,O
an air to ground missile,100.0,0.0,1,Weapon
endangered,100.0,0.0,1,O
Again,100.0,0.0,3,O
observation,100.0,0.0,2,O
determination,100.0,0.0,1,O
appropriate,100.0,0.0,4,O
colleague,100.0,0.0,3,O
negligence,100.0,0.0,1,O
otherwise,100.0,0.0,1,O
spoken,100.0,0.0,1,O
the Minister of Defense in Turkey,100.0,0.0,1,Person
place.,100.0,0.0,1,O
Thank,100.0,0.0,17,O
you.,100.0,0.0,6,O
Sir,100.0,0.0,5,O
General.,75.0,25.0,4,Person
thinking,100.0,0.0,3,O
bases,100.0,0.0,1,O
shut,100.0,0.0,1,O
changed.,100.0,0.0,1,O
diligence,100.0,0.0,2,O
the Turkish defense minister,100.0,0.0,1,Person
indications,100.0,0.0,3,O
incidents,100.0,0.0,1,O
please,100.0,0.0,2,O
Sure,100.0,0.0,1,O
inaudible,100.0,0.0,8,O
firmly,100.0,0.0,2,O
legitimate,100.0,0.0,4,O
the PKK.,100.0,0.0,1,Organisation
Northern and Eastern Syria,100.0,0.0,1,Location
difference,100.0,0.0,1,O
opinion,100.0,0.0,1,O
terminology,100.0,0.0,1,O
PKK,100.0,0.0,4,Organisation
YPG,100.0,0.0,3,Organisation
SDF,100.0,0.0,1,Organisation
resolve,100.0,0.0,1,O
Eunice.,100.0,0.0,1,Person
reiterate,100.0,0.0,1,O
right.,100.0,0.0,1,O
Türkey,100.0,0.0,1,Location
the PKK,100.0,0.0,3,Organisation
designated,100.0,0.0,1,O
foreign,100.0,0.0,3,O
condemn,100.0,0.0,1,O
Turkiye,100.0,0.0,1,Location
recognize,100.0,0.0,3,O
Northern Syria,100.0,0.0,1,Location
impacts,100.0,0.0,2,O
escalation,100.0,0.0,3,O
population,100.0,0.0,1,O
rooting,100.0,0.0,2,O
resurging.,100.0,0.0,1,O
advocate,100.0,0.0,4,O
de-escalation,100.0,0.0,1,O
cease,100.0,0.0,1,O
fires.,100.0,0.0,1,O
terrorist.,100.0,0.0,1,O
much.,100.0,0.0,1,O
follow-up,100.0,0.0,2,O
refer,100.0,0.0,3,O
OK.,100.0,0.0,2,O
Do,100.0,0.0,1,O
'd,100.0,0.0,3,O
equipment.,100.0,0.0,1,O
ma'am,100.0,0.0,2,O
terrorists,100.0,0.0,1,O
suicide,100.0,0.0,1,O
"U.S. ,",100.0,0.0,1,Organisation
await,100.0,0.0,1,O
actually.,100.0,0.0,1,O
U.S. restricted areas,100.0,0.0,1,Location
sure,100.0,0.0,4,O
asking,100.0,0.0,2,O
Northeast Syria,100.0,0.0,1,Location
ungoverned,100.0,0.0,1,O
vetted,100.0,0.0,1,O
the Syrian Democratic Forces,100.0,0.0,1,Organisation
Eunice,100.0,0.0,1,Person
itself,100.0,0.0,1,O
Chris,100.0,0.0,1,Person
clarify,100.0,0.0,1,O
Turks.,100.0,0.0,1,O
requests,100.0,0.0,4,O
regarding,100.0,0.0,3,O
the drone,100.0,0.0,2,MilitaryPlatform
warn,100.0,0.0,1,O
encroached,100.0,0.0,1,O
Chris.,100.0,0.0,1,Person
yes,100.0,0.0,3,O
Turkey.,100.0,0.0,1,Location
inherit,100.0,0.0,1,O
No,100.0,0.0,2,O
harmed.,100.0,0.0,1,O
Fahdi,100.0,0.0,1,Person
confused,100.0,0.0,1,O
morning,100.0,0.0,1,O
situation.,100.0,0.0,1,O
harmed,100.0,0.0,1,O
observations,100.0,0.0,2,O
armed drone,100.0,0.0,1,MilitaryPlatform
deemed,100.0,0.0,1,O
Right.,100.0,0.0,1,O
know.,100.0,0.0,1,O
self-defense.,100.0,0.0,2,O
guarantees,100.0,0.0,1,O
the Turkish Defense Minister,100.0,0.0,1,Person
tone,100.0,0.0,1,O
harm,100.0,0.0,1,O
emphasizing,100.0,0.0,1,O
sentiment,100.0,0.0,1,O
sides.,100.0,0.0,1,O
the Iraqis central government,100.0,0.0,1,Organisation
Kurdistan forces Peshmerga,100.0,0.0,1,Organisation
reducing,100.0,0.0,1,O
Sure.,100.0,0.0,2,O
perspective,100.0,0.0,1,O
encourage,100.0,0.0,2,O
CJTF-OIR,100.0,0.0,1,Organisation
squarely,100.0,0.0,1,O
Iraq,100.0,0.0,2,Location
ISF,100.0,0.0,1,Organisation
Peshmerga forces,100.0,0.0,1,Organisation
northern Iraq,100.0,0.0,1,Location
benefitted,100.0,0.0,2,O
General,50.0,50.0,2,Person
Iranian,100.0,0.0,3,O
the Houthis,100.0,0.0,2,Organisation
Yemen,100.0,0.0,1,Location
Oh.,100.0,0.0,1,O
LAUGHTER,100.0,0.0,2,O
Iran,100.0,0.0,5,Location
seize,100.0,0.0,1,O
appropriated,100.0,0.0,1,O
transfer,100.0,0.0,1,O
speculate,100.0,0.0,1,O
Certainly,100.0,0.0,3,O
the Houthis.,100.0,0.0,1,Organisation
seized,100.0,0.0,9,O
Whether,100.0,0.0,1,O
replicate,100.0,0.0,1,O
seen.,100.0,0.0,1,O
legal,100.0,0.0,1,O
authorities.,100.0,0.0,1,O
forfeiture,100.0,0.0,4,O
complaint,100.0,0.0,1,O
the U.S. Navy,100.0,0.0,1,Organisation
flag-less,100.0,0.0,1,O
December 2022,100.0,0.0,1,Temporal
the U.S. government 's,100.0,0.0,1,Organisation
enforce,100.0,0.0,1,O
IRGC,100.0,0.0,1,Organisation
regime.,100.0,0.0,1,O
July 20th of 2023,100.0,0.0,1,Temporal
U.S. District Court for the District of Columbia,100.0,0.0,1,Organisation
the Department of Justice,100.0,0.0,1,Organisation
complaint.,100.0,0.0,1,O
thank,100.0,0.0,3,O
sir.,100.0,0.0,1,O
as the U.S.-India,100.0,0.0,1,Organisation
the G20,100.0,0.0,1,Organisation
hosting,100.0,0.0,3,O
U.S.-India,100.0,0.0,2,Organisation
last week,100.0,0.0,2,Temporal
Indian Foreign Minister,100.0,0.0,1,Person
Mr. Jaishankar,100.0,0.0,1,Person
military-to-military,100.0,0.0,2,O
G20,100.0,0.0,2,Organisation
secretaries,100.0,0.0,1,O
Indian Defense Minister,100.0,0.0,1,Person
question.,100.0,0.0,1,O
announcements,100.0,0.0,1,O
appreciate,100.0,0.0,2,O
level.,100.0,0.0,1,O
foster,100.0,0.0,2,O
Prime Minister Modi,100.0,0.0,1,Person
China’s,100.0,0.0,1,Location
China 's,100.0,0.0,5,Location
pacing,100.0,0.0,1,O
the Indo-Pacific region,100.0,0.0,2,Location
preserving,100.0,0.0,1,O
sovereignty,100.0,0.0,3,O
abiding,100.0,0.0,1,O
preserved,100.0,0.0,1,O
OK,100.0,0.0,1,O
Ryo,100.0,0.0,1,Person
sir,100.0,0.0,2,O
the Japanese Defense Minister yesterday. The Japanese Defense Minister,100.0,0.0,1,Person
acquire,100.0,0.0,1,O
Tomahawk cruise missiles,100.0,0.0,1,Weapon
scheduled.,100.0,0.0,1,O
Does,100.0,0.0,1,O
guarantee,100.0,0.0,2,O
Tomahawk missiles,100.0,0.0,1,Weapon
Ryo.,100.0,0.0,1,Person
sales,100.0,0.0,1,O
transfers,100.0,0.0,1,O
formally,100.0,0.0,1,O
Congress.,100.0,0.0,2,Organisation
regards,100.0,0.0,1,O
the government,100.0,0.0,1,Organisation
bolt,100.0,0.0,1,O
weren’t,100.0,0.0,1,O
evidently,100.0,0.0,1,O
Good.,100.0,0.0,1,O
cheery.,100.0,0.0,1,O
ATACMS,100.0,0.0,3,Organisation
'24,100.0,0.0,2,O
FY24,100.0,0.0,1,O
announce,100.0,0.0,2,O
authority,100.0,0.0,6,O
pull,100.0,0.0,3,O
Tony,100.0,0.0,1,Person
relates,100.0,0.0,1,O
assistance.,100.0,0.0,1,O
Sabrina,100.0,0.0,2,Person
PDA,100.0,0.0,7,O
PDAs,100.0,0.0,1,O
cadence,100.0,0.0,1,O
foreseeable,100.0,0.0,1,O
aisle,100.0,0.0,1,O
pertains,100.0,0.0,1,O
Inaudible,100.0,0.0,1,O
anything.,100.0,0.0,1,O
$ 5 billion,100.0,0.0,2,Money
correct.,100.0,0.0,1,O
$ 5.4 billion,100.0,0.0,3,Money
restored,100.0,0.0,1,O
$ 1.6 billion,100.0,0.0,3,Money
replenishment,100.0,0.0,1,O
purposes,100.0,0.0,1,O
reprogramming,100.0,0.0,3,O
arcane,100.0,0.0,1,O
budgeting,100.0,0.0,1,O
option,100.0,0.0,1,O
urgent,100.0,0.0,2,O
needs.,100.0,0.0,1,O
receiving,100.0,0.0,1,O
budget.,100.0,0.0,1,O
…can,100.0,0.0,1,O
Actually,100.0,0.0,1,O
Tom,100.0,0.0,2,Person
caught,100.0,0.0,1,O
attention.,100.0,0.0,1,O
Mike,100.0,0.0,1,Person
Mike.,100.0,0.0,1,Person
corroborate,100.0,0.0,1,O
waved,100.0,0.0,1,O
nicely,100.0,0.0,1,O
we’ll,100.0,0.0,1,O
Tony’s,100.0,0.0,1,Person
comptroller,100.0,0.0,2,O
X,100.0,0.0,2,O
amount,100.0,0.0,3,O
dollars,100.0,0.0,1,O
certain,100.0,0.0,2,O
the 5.4,100.0,0.0,1,Money
Y,100.0,0.0,1,O
Z,100.0,0.0,1,O
hear,100.0,0.0,1,O
relative,100.0,0.0,1,O
tailor,100.0,0.0,1,O
longer.,100.0,0.0,1,O
singularly,100.0,0.0,1,O
regardless,100.0,0.0,1,O
Sorry,100.0,0.0,1,O
moved.,100.0,0.0,1,O
hesitate,100.0,0.0,1,O
speculative,100.0,0.0,1,O
significantly,100.0,0.0,1,O
food as a weapon,100.0,0.0,1,Weapon
essentially,100.0,0.0,1,O
negatively,100.0,0.0,1,O
peoples,100.0,0.0,1,O
Russian Navy,100.0,0.0,1,Organisation
about.,100.0,0.0,1,O
unfortunate,100.0,0.0,1,O
weaponizing,100.0,0.0,1,O
everybody.,100.0,0.0,1,O
Appreciate,100.0,0.0,1,O
F-16 fighter aircraft,100.0,0.0,1,MilitaryPlatform
unmanned aerial vehicle,100.0,0.0,1,MilitaryPlatform
a U.S.-restricted operating zone,100.0,0.0,1,Location
Secretary of Defense Lloyd J. Austin III,100.0,0.0,4,Person
Turkish Defense Minister Yasar Guler,100.0,0.0,1,Person
Pentagon Press Secretary Air Force Brig. Gen. Pat Ryder,100.0,0.0,1,Person
briefing,100.0,0.0,3,O
Ryder,100.0,0.0,5,Person
The secretary,100.0,0.0,1,Person
defeat-ISIS,100.0,0.0,1,Organisation
@,100.0,0.0,2,O
tcsavunma,100.0,0.0,1,O
defense-related,100.0,0.0,1,O
matters,100.0,0.0,2,O
interest.,100.0,0.0,1,O
reiterated,100.0,0.0,2,O
region.…—,100.0,0.0,1,O
SecDef,100.0,0.0,1,O
a.m.,100.0,0.0,2,O
"Hasakah , Syria",100.0,0.0,1,Location
U.S.-restricted operating zone,100.0,0.0,1,Location
coordinate.,100.0,0.0,1,O
a senior Pentagon official,100.0,0.0,1,Person
The Navy’s,100.0,0.0,1,Organisation
carrier,100.0,0.0,1,O
USS Ronald Reagan,100.0,0.0,1,MilitaryPlatform
steams,100.0,0.0,1,O
formation,100.0,0.0,1,O
USS Antietam,100.0,0.0,1,MilitaryPlatform
Japanese,100.0,0.0,2,O
the Philippine Sea,100.0,0.0,1,Location
"Oct. 4 , 2023. The Antietam",100.0,0.0,1,MilitaryPlatform
Ticonderoga,100.0,0.0,1,O
guided-missile,100.0,0.0,1,Weapon
Ely S. Ratner,100.0,0.0,1,Person
assistant,100.0,0.0,1,O
Indo-Pacific,100.0,0.0,2,Location
affairs,100.0,0.0,1,O
inevitable,100.0,0.0,2,O
Beijing,100.0,0.0,2,Location
increasingly,100.0,0.0,2,O
Previewing,100.0,0.0,1,O
2023 China,100.0,0.0,1,Location
Power,100.0,0.0,1,O
Report,100.0,0.0,1,O
Ratner,100.0,0.0,6,Person
the Chinese Communist Party,100.0,0.0,1,Organisation
coercion,100.0,0.0,1,O
revisionist,100.0,0.0,1,O
aims,100.0,0.0,2,O
restructuring,100.0,0.0,1,O
undermining,100.0,0.0,1,O
evidenced,100.0,0.0,1,O
expansion,100.0,0.0,2,O
nuclear forces,100.0,0.0,1,MilitaryPlatform
provocations,100.0,0.0,1,O
air and naval forces,100.0,0.0,1,Organisation
U.S. allies,100.0,0.0,1,Organisation
noted,100.0,0.0,2,O
U.S. defense officials,100.0,0.0,1,Organisation
noting,100.0,0.0,1,O
declined,100.0,0.0,1,O
invitations,100.0,0.0,1,O
Pentagon,100.0,0.0,1,Organisation
eyed,100.0,0.0,1,O
PLA 's [ China 's People 's Liberation Army ],100.0,0.0,1,Organisation
destabilizing,100.0,0.0,4,O
Air Force F-22 Raptor pilot,100.0,0.0,1,Person
the 199th Air Expeditionary Squadron,100.0,0.0,1,Organisation
crew chief,100.0,0.0,1,Organisation
Talisman,100.0,0.0,1,O
Sabre,100.0,0.0,1,O
"Northern Territory , Australia",100.0,0.0,1,Location
"July 23 , 2023",100.0,0.0,1,Temporal
Conflict,100.0,0.0,1,O
neither,100.0,0.0,1,O
nor,100.0,0.0,1,O
ever—together,100.0,0.0,1,O
partners—to,100.0,0.0,1,O
advancing,100.0,0.0,2,O
DOD 's,100.0,0.0,1,Organisation
decade,100.0,0.0,1,O
investments,100.0,0.0,1,O
warfighting,100.0,0.0,1,O
advantages,100.0,0.0,1,O
vulnerabilities,100.0,0.0,1,O
strengthening,100.0,0.0,5,O
deterrent,100.0,0.0,1,O
assuring,100.0,0.0,1,O
prevail,100.0,0.0,1,O
the department 's,100.0,0.0,1,Organisation
U.S. force,100.0,0.0,1,Organisation
resilient,100.0,0.0,1,O
lethal,100.0,0.0,2,O
U.S. Army soldiers,100.0,0.0,1,MilitaryPlatform
Indonesian forces,100.0,0.0,1,Organisation
conclusion,100.0,0.0,2,O
live-fire,100.0,0.0,2,O
Super,100.0,0.0,1,O
Garuda,100.0,0.0,1,O
Shield,100.0,0.0,3,O
"Sept. 11 , 2023",100.0,0.0,1,Temporal
usher,100.0,0.0,1,O
Austin 's,100.0,0.0,1,Location
Papua New Guinea,100.0,0.0,2,Location
U.S. defense secretary.,100.0,0.0,1,Person
cooperate,100.0,0.0,1,O
Chinese,100.0,0.0,9,O
Of,100.0,0.0,2,O
PLA 's,100.0,0.0,1,Organisation
partners.,100.0,0.0,2,O
Continuing,100.0,0.0,2,O
prioritization,100.0,0.0,1,O
the U.S. government,100.0,0.0,1,Organisation
The Middle East,100.0,0.0,1,Location
the general,100.0,0.0,1,Person
the Defense Writers ' Group today.,100.0,0.0,1,Temporal
rising,100.0,0.0,1,O
gets,100.0,0.0,1,O
50,100.0,0.0,2,O
percent,100.0,0.0,1,O
the Persian Gulf region. The Gulf,100.0,0.0,1,Location
fueling,100.0,0.0,1,O
displace,100.0,0.0,1,O
Right,100.0,0.0,2,O
primarily,100.0,0.0,1,O
supplant,100.0,0.0,1,O
Belt,100.0,0.0,1,O
Road,100.0,0.0,1,O
projects,100.0,0.0,2,O
costs,100.0,0.0,1,O
debtor,100.0,0.0,1,O
reasonable,100.0,0.0,1,O
assertion,100.0,0.0,1,O
Grynkewich,100.0,0.0,6,Person
…,100.0,0.0,2,O
militarily,100.0,0.0,1,O
Growing,100.0,0.0,1,O
basing,100.0,0.0,1,O
overflight,100.0,0.0,1,O
forms.,100.0,0.0,1,O
smart,100.0,0.0,1,O
giant,100.0,0.0,1,O
Huawei.,100.0,0.0,1,Organisation
touch,100.0,0.0,1,O
The general,100.0,0.0,1,Person
forthright,100.0,0.0,1,O
U.S. officials,100.0,0.0,1,Organisation
choose,100.0,0.0,1,O
baggage,100.0,0.0,1,O
Chinese military,100.0,0.0,1,Organisation
the U.S. Central Command 's,100.0,0.0,1,Organisation
neighboring,100.0,0.0,1,O
Djibouti,100.0,0.0,1,Location
the southern entrance to the Red Sea.,100.0,0.0,1,Location
Chinese navy,100.0,0.0,1,Organisation
‘mil-to-mil,100.0,0.0,1,O
transactional,100.0,0.0,1,O
emphasize,100.0,0.0,1,O
transaction,100.0,0.0,1,O
interests.,100.0,0.0,1,O
the Persian Gulf,100.0,0.0,1,Location
non-NATO allies,100.0,0.0,1,Organisation
Air Force Lt. Gen. Alexus G. Grynkewich,100.0,0.0,1,Person
Combined Forces Air Component,100.0,0.0,1,Organisation
speaks,100.0,0.0,1,O
airmen,100.0,0.0,1,MilitaryPlatform
an A-10 Thunderbolt II,100.0,0.0,1,MilitaryPlatform
Al Dhafra Air Base,100.0,0.0,1,Location
United Arab Emirates,100.0,0.0,6,Location
The Defense Department,100.0,0.0,1,Organisation
approval,100.0,0.0,1,O
presidential,100.0,0.0,2,O
drawdown,100.0,0.0,2,O
replenish,100.0,0.0,3,O
